source,mode,attempt_index,t_before,h_try,status,residual_x_lo,residual_x_hi,residual_y_lo,residual_y_hi,target_y_hi,subset_y,failed_dim,matches_flowstar_status,residual_y_hi_delta_vs_flowstar,residual_y_hi_abs_delta_vs_flowstar,overconservative_vs_flowstar,notes
flowstar,probe,1,0,0.10000000000000001,rejected,-0.00057561145019531263,0.0010201994165039074,-0.0060583210883616012,0.0066623557610384675,0.0001,false,y,true,0,0,false,existing Flow* first-attempt probe trace; no h10 rerun
flowstar,probe,2,0,0.050000000000000003,rejected,-4.4246223449707023e-05,8.0469675521850634e-05,-0.00051697275961836873,0.0006881234349748914,0.0001,false,y,true,0,0,false,existing Flow* first-attempt probe trace; no h10 rerun
flowstar,probe,3,0,0.025000000000000001,rejected,-5.7034993171691869e-06,9.6267419600486818e-06,-8.3561112430831106e-05,0.0001083283903691475,0.0001,false,y,true,0,0,false,existing Flow* first-attempt probe trace; no h10 rerun
flowstar,probe,4,0,0.012500000000000001,accepted,-1.2611165733981735e-07,1.6779085246005365e-07,-1.0088316466917054e-05,1.3422604465478584e-05,0.0001,true,,true,0,0,false,existing Flow* first-attempt probe trace; no h10 rerun
torch,current_no_queue,1,0,0.10000000000000001,rejected,-0.0001565968759654951,0.00027727280256054749,-0.0032979464847104206,0.0028787540143153023,0.0001,false,y,true,-0.0037836017467231652,0.0037836017467231652,false,raw ctrunc remainder is recorded before adding poly_diff_range; target remainder is only the containment set
torch,flowstar_raw_remainder_compat,1,0,0.10000000000000001,rejected,-1.0000003000000007e-05,1.0000003000000007e-05,-0.0060223806840158161,0.0061508720457428036,0.0001,false,y,true,-0.00051148371529566392,0.00051148371529566392,false,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
torch,current_no_queue,2,0,0.050000000000000003,rejected,-1.5812372664510125e-05,2.7026854745605507e-05,-0.00027991431491528323,0.00031000515306703005,0.0001,false,y,true,-0.00037811828190786135,0.00037811828190786135,false,raw ctrunc remainder is recorded before adding poly_diff_range; target remainder is only the containment set
torch,flowstar_raw_remainder_compat,2,0,0.050000000000000003,rejected,-5.0000030000000054e-06,5.0000030000000054e-06,-0.00051184668002568934,0.00064365815043707401,0.0001,false,y,true,-4.4465284537817396e-05,4.4465284537817396e-05,false,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
torch,current_no_queue,3,0,0.025000000000000001,accepted,-3.5138701795527181e-06,4.7947426664619536e-06,-5.6533347624557214e-05,6.3769253659495107e-05,0.0001,true,,false,-4.4559136709652392e-05,4.4559136709652392e-05,false,raw ctrunc remainder is recorded before adding poly_diff_range; target remainder is only the containment set
torch,flowstar_raw_remainder_compat,3,0,0.025000000000000001,rejected,-2.5000030000000018e-06,2.5000030000000018e-06,-8.661021347948245e-05,0.00010750515280698436,0.0001,false,y,true,-8.2323756216313992e-07,8.2323756216313992e-07,false,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
torch,current_no_queue,4,0,0.012500000000000001,accepted,-1.3885904425371506e-06,1.5449201979874392e-06,-1.9147236026490309e-05,2.0300501608332201e-05,0.0001,true,,true,6.8778971428536168e-06,6.8778971428536168e-06,false,raw ctrunc remainder is recorded before adding poly_diff_range; target remainder is only the containment set
torch,flowstar_raw_remainder_compat,4,0,0.012500000000000001,accepted,-1.2500030000000012e-06,1.2500030000000012e-06,-2.4640077802099013e-05,2.7521187465706136e-05,0.0001,true,,true,1.4098583000227551e-05,1.4098583000227551e-05,false,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
